gene_id,D4-1,D4-2,REH-1-WT,REH-2-WT
ENSG00000037637,460.11,568.30,365.00,298.01
ENSG00000037749,256.00,299.00,210.00,153.00
ENSG00000037757,514.66,684.66,394.59,429.79
ENSG00000037897,123.30,165.72,126.00,105.00
ENSG00000037965,2.00,2.00,0.00,1.00
ENSG00000038002,48.00,63.00,18.00,46.00
ENSG00000038210,412.04,511.24,362.09,449.37
ENSG00000038219,1501.01,1777.77,1250.00,1080.00
ENSG00000038274,870.94,1178.01,887.00,787.00
ENSG00000038295,0.00,0.00,0.00,0.00
ENSG00000038358,1848.46,2386.86,1416.85,1254.03
ENSG00000038382,1179.00,1432.00,1195.00,983.00
ENSG00000038427,3.00,1.00,0.00,0.00
ENSG00000038532,664.01,820.19,576.90,502.00
ENSG00000038945,334.00,402.00,310.00,241.00
ENSG00000039068,1.00,3.01,0.00,0.00
ENSG00000039123,1468.35,1797.13,1215.54,1126.84
ENSG00000039139,0.00,0.00,0.00,0.00
ENSG00000039319,541.82,715.06,455.77,441.03
ENSG00000039523,785.65,1019.00,445.00,387.00
ENSG00000039537,0.00,0.00,0.00,0.00
ENSG00000039560,322.00,420.00,264.00,273.00
ENSG00000039600,0.00,0.00,0.00,0.00
ENSG00000039650,380.00,508.00,230.00,260.00
ENSG00000039987,0.00,1.00,0.00,2.00
ENSG00000040199,223.12,272.25,132.00,129.00
ENSG00000040275,729.00,860.00,578.00,605.00
ENSG00000040341,667.45,885.42,442.51,418.21
ENSG00000040487,126.76,193.87,62.01,57.99
ENSG00000040531,211.00,243.00,171.00,132.00
ENSG00000040608,328.00,452.00,392.00,325.00
ENSG00000040633,612.00,763.00,317.00,280.00
ENSG00000040731,0.00,0.00,0.00,0.00
ENSG00000040933,449.00,525.00,351.00,293.00
ENSG00000041353,12.74,12.00,0.00,0.00
ENSG00000041357,2193.00,2523.00,1642.00,1382.00
ENSG00000041515,0.00,1.00,0.00,0.00
ENSG00000041802,982.41,1150.27,870.84,722.97
ENSG00000041880,268.00,319.00,159.00,94.00
ENSG00000041982,0.00,0.00,0.00,0.00
ENSG00000041988,162.61,230.00,83.00,99.00
ENSG00000042062,10.65,7.73,7.15,0.00
ENSG00000042088,639.00,801.00,472.00,464.00
ENSG00000042286,39.00,49.00,38.00,29.00
ENSG00000042304,1.99,0.00,0.00,0.00
ENSG00000042317,92.00,116.00,72.00,56.00
ENSG00000042429,466.91,581.58,347.10,439.30
ENSG00000042445,432.53,544.92,224.00,177.00
ENSG00000042493,513.00,604.00,231.00,197.00
ENSG00000042753,618.00,738.00,445.00,437.00
ENSG00000042781,0.00,0.00,0.00,0.00
ENSG00000042813,0.00,0.00,0.00,0.00
ENSG00000042832,3.00,1.00,0.00,0.00
ENSG00000042980,1.00,0.00,0.00,0.00
ENSG00000043039,4.87,5.08,0.00,0.00
ENSG00000043093,444.00,612.05,358.00,378.00
ENSG00000043143,686.00,834.00,1137.00,913.00
ENSG00000043355,410.00,532.00,321.00,272.00
ENSG00000043462,706.00,747.00,246.00,230.00
ENSG00000043514,349.00,414.00,204.00,230.00
ENSG00000043591,12.00,9.00,7.00,5.00
ENSG00000044012,0.00,0.00,0.00,0.00
ENSG00000044090,479.78,579.61,229.82,247.00
ENSG00000044115,3602.00,4460.00,1735.00,1551.00
ENSG00000044446,603.00,739.04,436.09,382.00
ENSG00000044459,301.01,359.17,294.00,257.01
ENSG00000044524,0.00,0.00,0.00,0.00
ENSG00000044574,3929.00,4599.73,2016.00,1664.00
ENSG00000046604,707.31,937.30,495.90,494.25
ENSG00000046647,156.00,198.00,100.00,114.00
ENSG00000046651,541.00,670.00,491.00,417.00
ENSG00000046653,37.00,64.00,67.00,49.00
ENSG00000046774,0.00,0.00,0.00,0.00
ENSG00000046889,1.00,1.00,0.00,0.00
ENSG00000047056,626.00,818.00,480.00,353.00
ENSG00000047188,986.96,1293.25,701.00,632.00
ENSG00000047230,0.00,2.00,0.00,0.00
ENSG00000047249,343.00,398.00,217.00,240.00
ENSG00000047315,2534.27,2959.82,2082.29,1799.28
ENSG00000047346,490.45,681.07,356.00,426.00
ENSG00000047365,466.00,653.00,254.00,220.00
ENSG00000047410,3741.06,4693.16,3393.00,2908.03
ENSG00000047457,2.05,0.00,0.00,10.00
ENSG00000047578,332.31,446.03,162.00,170.00
ENSG00000047579,310.00,340.00,268.00,214.00
ENSG00000047597,0.00,0.00,0.00,0.00
ENSG00000047617,48.00,53.00,22.00,48.00
ENSG00000047621,328.04,405.04,296.19,272.61
ENSG00000047634,0.00,0.00,0.00,0.00
ENSG00000047644,459.00,576.00,459.00,437.00
ENSG00000047648,1.00,1.00,0.00,0.00
ENSG00000047662,4.65,5.72,14.96,1.57
ENSG00000047849,1761.09,2191.00,1048.00,924.00
ENSG00000047932,807.98,1044.99,659.00,718.00
ENSG00000047936,0.00,0.00,0.00,0.00
ENSG00000048028,954.00,1168.68,625.00,658.00
ENSG00000048052,421.98,555.65,181.00,160.68
ENSG00000048140,425.00,536.00,264.00,243.00
ENSG00000048162,690.43,785.28,390.08,341.73
ENSG00000048342,33.85,23.57,23.20,25.99
ENSG00000048392,355.00,515.00,233.00,269.00
ENSG00000048405,406.00,492.00,333.00,280.00
ENSG00000048462,0.00,1.00,0.00,0.00
ENSG00000048471,362.48,491.27,293.26,223.21
ENSG00000048540,0.00,0.00,0.00,0.00
ENSG00000048544,542.01,624.67,445.00,414.00
ENSG00000048545,0.00,0.00,0.00,0.00
ENSG00000048649,1252.73,1579.95,1068.16,892.74
ENSG00000048707,1073.00,1366.00,821.00,682.00
ENSG00000048740,3711.00,4852.00,2565.00,2296.00
ENSG00000048828,2118.73,2568.45,1351.77,1141.85
ENSG00000048991,1439.63,1779.60,1232.00,955.00
ENSG00000049089,21.00,51.00,5.00,10.00
ENSG00000049130,0.00,0.00,0.00,0.00
ENSG00000049167,209.61,214.51,170.10,144.08
ENSG00000049192,39.00,47.00,29.00,21.00
ENSG00000049239,550.00,698.50,248.00,228.00
ENSG00000049245,364.00,411.00,190.00,219.00
ENSG00000049246,333.67,471.57,309.00,256.00
ENSG00000049247,0.00,0.00,0.00,0.00
ENSG00000049249,7.48,7.68,2.00,0.00
ENSG00000049283,0.00,3.00,5.00,0.00
ENSG00000049323,80.00,122.00,53.00,28.00
ENSG00000049449,1050.36,1203.62,601.29,659.53
ENSG00000049540,4.00,1.00,0.00,0.00
ENSG00000049541,1310.55,1522.85,1075.01,897.23
ENSG00000049618,3269.86,4042.76,3082.00,2702.00
ENSG00000049656,2251.00,2620.00,1371.00,1231.00
ENSG00000049759,244.45,295.04,248.17,228.00
ENSG00000049768,8.00,7.02,5.00,1.00
ENSG00000049769,73.00,115.00,62.00,48.00
ENSG00000049860,670.17,874.97,405.93,310.32
ENSG00000049883,241.27,387.28,250.00,162.00
ENSG00000050030,0.00,1.00,0.00,0.00
ENSG00000050130,385.23,482.43,273.41,243.19
ENSG00000050165,4.00,10.00,0.00,3.00
ENSG00000050327,75.61,91.10,19.04,11.39
ENSG00000050344,188.50,193.96,100.00,113.98
ENSG00000050393,629.17,787.66,647.06,627.21
ENSG00000050405,535.38,633.84,232.00,179.00
ENSG00000050426,934.38,1199.85,719.02,631.10
ENSG00000050438,41.21,79.74,26.13,22.39
ENSG00000050555,4.94,4.00,0.00,1.00
ENSG00000050628,1.00,0.00,0.00,0.00
ENSG00000050730,0.00,1.00,0.00,0.00
ENSG00000050748,717.49,901.28,539.45,479.98
ENSG00000050767,1.00,1.00,0.00,0.00
ENSG00000050820,0.00,1.00,0.00,0.00
ENSG00000051009,307.00,373.00,190.00,231.00
ENSG00000051108,391.62,484.00,208.54,149.00
ENSG00000051128,477.00,640.00,253.00,218.00
ENSG00000051180,497.00,642.00,424.00,323.00
ENSG00000051341,836.02,1064.01,761.00,701.00
ENSG00000051382,286.00,382.00,221.00,214.00
ENSG00000051523,2492.00,3105.00,1175.00,1045.00
ENSG00000051596,1078.39,1301.39,813.60,731.54
ENSG00000051620,26.00,35.00,19.00,15.00
ENSG00000051825,767.97,900.95,637.24,570.00
ENSG00000052126,15.19,23.83,1.00,3.00
ENSG00000052344,2.00,0.00,0.00,0.00
ENSG00000052723,693.04,931.02,515.00,573.00
ENSG00000052749,749.50,942.16,609.57,631.28
ENSG00000052795,326.00,398.00,326.00,336.00
ENSG00000052802,724.23,1071.47,252.11,275.00
ENSG00000052841,1101.00,1417.00,813.00,750.00
ENSG00000052850,1.00,1.00,0.00,0.00
ENSG00000053108,2.83,4.98,7.04,3.16
ENSG00000053254,1775.25,2220.72,1279.97,1165.37
ENSG00000053328,0.00,1.00,0.00,0.00
ENSG00000053371,605.00,734.91,446.00,337.00
ENSG00000053372,906.33,996.08,871.00,590.01
ENSG00000053438,17.00,18.00,5.00,5.00
ENSG00000053501,199.57,264.09,103.00,95.00
ENSG00000053524,179.28,218.27,94.70,77.76
ENSG00000053702,40.50,42.60,24.00,32.00
ENSG00000053747,332.00,442.00,179.00,132.00
ENSG00000053770,699.00,832.00,614.00,553.00
ENSG00000053900,456.00,489.00,384.00,349.00
ENSG00000053918,213.90,235.00,71.00,54.00
ENSG00000054116,501.00,592.03,333.00,333.00
ENSG00000054118,3706.99,4197.00,3381.00,2727.00
ENSG00000054148,375.98,501.98,322.00,321.00
ENSG00000054179,0.00,0.00,2.00,0.00
ENSG00000054219,546.79,678.63,355.98,323.55
ENSG00000054267,363.23,495.80,350.90,382.00
ENSG00000054277,229.08,291.00,89.94,83.00
ENSG00000054282,242.50,277.32,145.17,139.88
ENSG00000054356,0.00,1.00,0.00,0.00
ENSG00000054392,69.00,78.00,37.00,46.00
ENSG00000054523,1232.98,1592.80,785.38,697.25
ENSG00000054598,0.00,0.00,0.00,1.00
ENSG00000054611,455.26,491.37,279.00,264.00
ENSG00000054654,2055.62,2756.02,2631.66,2169.48
ENSG00000054690,67.89,87.90,54.59,32.34
ENSG00000054793,91.00,99.00,124.00,90.00
ENSG00000054796,0.00,0.00,0.00,0.00
ENSG00000054803,0.00,0.00,0.00,0.00
ENSG00000054938,1.00,2.00,0.00,2.00
ENSG00000054965,1408.00,1740.00,1212.00,1070.00
ENSG00000054967,683.00,866.00,476.00,458.00
ENSG00000054983,2.00,3.00,0.00,0.00
ENSG00000055044,1761.00,2003.00,1539.00,1417.00
ENSG00000055070,2510.00,3167.00,2002.00,1699.00
ENSG00000055118,33.00,26.00,30.00,25.00
ENSG00000055130,1502.00,1763.00,1215.00,1117.41
ENSG00000055147,240.00,261.00,195.00,163.00
ENSG00000055163,3610.00,4657.97,3738.00,3093.95
ENSG00000055208,999.00,1254.00,831.00,690.31
ENSG00000055211,208.50,302.94,198.01,179.61
ENSG00000055332,1343.65,1762.96,1366.59,1237.85
ENSG00000055483,902.00,1123.00,706.00,690.00
ENSG00000055609,1542.00,1957.00,1393.00,1174.00
ENSG00000055732,0.00,1.00,0.00,0.00
ENSG00000055813,1.00,0.00,0.00,0.00
ENSG00000055917,2351.00,2922.00,1832.00,1889.00
ENSG00000055950,394.47,508.69,265.43,266.21
ENSG00000055955,22.13,31.42,14.71,28.35
ENSG00000055957,0.00,0.00,0.00,1.00
ENSG00000056050,187.00,246.00,212.00,130.00
ENSG00000056097,1573.00,1999.00,1395.00,1246.00
ENSG00000056277,224.96,280.65,175.00,179.00
ENSG00000056291,1.01,9.32,0.00,0.00
ENSG00000056487,0.00,0.00,0.00,0.00
ENSG00000056558,305.00,364.00,36.00,20.00
ENSG00000056586,1304.00,1570.00,868.99,851.00
ENSG00000056736,24.00,24.00,9.00,6.00
ENSG00000056972,292.71,394.01,297.38,232.00
ENSG00000056998,187.00,252.00,120.00,49.00
ENSG00000057019,176.33,220.39,156.00,153.23
ENSG00000057149,0.00,0.00,0.00,0.00
ENSG00000057252,670.61,867.27,540.00,468.00
ENSG00000057294,3.05,2.20,0.00,0.00
ENSG00000057468,4.00,9.00,8.00,5.00
ENSG00000057593,0.00,0.00,0.00,0.00
ENSG00000057608,4859.30,5935.56,3933.00,3296.00
ENSG00000057657,0.00,5.00,5.00,5.00
ENSG00000057663,314.00,432.00,246.00,302.00
ENSG00000057704,0.00,0.00,0.00,0.00
ENSG00000057757,790.00,913.00,607.00,482.00
ENSG00000057935,533.00,675.50,422.00,365.00
ENSG00000058056,1296.31,1651.01,714.00,603.00
ENSG00000058063,909.83,1140.00,681.25,557.68
ENSG00000058085,1.83,0.00,3.00,2.24
ENSG00000058091,852.00,1041.00,649.00,672.00
ENSG00000058262,2577.12,3154.35,2073.28,1831.60
ENSG00000058272,1531.54,1892.13,1283.65,1049.83
ENSG00000058335,6.00,4.00,8.00,7.00
ENSG00000058404,1.00,5.00,0.00,0.00
ENSG00000058453,371.85,510.51,209.46,186.02
ENSG00000058600,725.00,980.09,586.00,514.00
ENSG00000058668,3135.00,3908.00,2743.00,2435.00
ENSG00000058673,3336.11,4153.17,2485.25,2024.03
ENSG00000058729,390.00,496.03,416.00,345.00
ENSG00000058799,193.00,211.00,113.00,113.00
ENSG00000058804,1145.00,1390.00,1015.00,1003.00
ENSG00000058866,14.00,20.03,7.00,2.00
ENSG00000059122,518.66,706.61,327.97,258.29
ENSG00000059145,432.80,599.55,252.58,212.89
ENSG00000059377,37.00,63.00,25.00,26.00
ENSG00000059378,491.00,600.00,335.00,279.00
ENSG00000059573,1427.00,1789.00,964.00,907.00
ENSG00000059588,3375.24,4611.78,3082.59,2639.25
ENSG00000059691,270.32,332.43,185.00,155.29
ENSG00000059728,127.00,189.00,82.00,47.12
ENSG00000059758,537.00,651.00,405.00,386.00
ENSG00000059769,108.60,159.74,89.00,77.99
ENSG00000059804,629.88,864.34,144.30,132.51
ENSG00000059915,75.65,105.80,30.73,34.69
ENSG00000060069,579.00,797.00,420.00,291.00
ENSG00000060138,1652.39,2149.28,1469.97,1176.08
ENSG00000060140,1.00,2.00,0.00,0.00
ENSG00000060237,2926.00,3610.00,2250.00,2048.00
ENSG00000060303,0.00,0.00,0.00,0.00
ENSG00000060339,2233.51,2740.80,1877.33,1812.90
ENSG00000060491,1551.00,1899.00,804.00,752.00
ENSG00000060558,2517.92,3096.95,2057.00,1807.99
ENSG00000060566,61.00,75.00,23.00,19.00
ENSG00000060642,99.00,129.00,56.00,55.00
ENSG00000060656,1.00,1.00,1.00,0.00
ENSG00000060688,776.00,966.00,705.00,660.00
ENSG00000060709,2.00,0.00,0.00,0.00
ENSG00000060718,0.00,2.00,0.00,0.00
ENSG00000060749,1395.00,1878.00,1129.00,1021.00
ENSG00000060762,304.00,317.00,153.00,175.00
ENSG00000060971,345.02,432.62,184.00,124.00
ENSG00000060982,0.00,1.00,0.00,0.00
ENSG00000061273,2508.26,3463.12,1234.23,1153.59
ENSG00000061337,0.00,2.00,0.00,0.00
ENSG00000061455,13.00,10.00,0.00,6.00
ENSG00000061492,4.00,1.00,0.00,0.00
ENSG00000061656,30.00,37.00,9.00,8.00
ENSG00000061676,462.86,629.79,286.33,322.02
ENSG00000061794,835.00,973.00,713.00,714.00
ENSG00000061918,52.00,45.00,33.00,7.00
ENSG00000061936,1233.00,1491.00,992.00,876.00
ENSG00000061938,687.53,923.79,320.13,319.53
ENSG00000061987,606.00,796.22,544.00,478.00
ENSG00000062038,19.99,31.35,12.27,10.00
ENSG00000062096,0.00,0.00,0.00,0.00
ENSG00000062194,1440.00,1813.00,1100.00,1167.00
ENSG00000062282,0.99,1.00,0.00,0.00
ENSG00000062370,0.00,0.00,0.00,0.00
ENSG00000062485,4330.41,5307.74,2860.42,2624.29
ENSG00000062524,6.00,6.00,0.00,0.00
ENSG00000062582,447.06,542.91,323.04,312.00
ENSG00000062598,418.00,546.01,226.00,243.00
ENSG00000062650,1482.03,1772.00,999.00,925.00
ENSG00000062716,563.36,703.45,323.00,305.00
ENSG00000062725,505.00,624.06,450.00,433.00
ENSG00000062822,1841.07,2360.84,1689.70,1401.27
ENSG00000063015,5.00,14.00,5.00,9.00
ENSG00000063046,8580.30,10489.88,7438.76,6507.83
ENSG00000063127,3.00,6.00,5.00,1.00
ENSG00000063169,464.00,629.21,379.00,292.00
ENSG00000063176,390.44,540.41,270.48,225.80
ENSG00000063177,7600.92,9504.83,5084.00,4609.00
ENSG00000063180,27.00,43.00,21.00,28.00
ENSG00000063241,508.00,654.00,383.00,313.00
ENSG00000063244,4611.00,5628.00,3612.00,3139.00
ENSG00000063245,1394.62,1775.75,858.84,775.51
ENSG00000063322,703.92,913.27,619.70,524.00
ENSG00000063438,113.18,169.24,44.00,46.00
ENSG00000063515,0.00,0.00,0.00,0.00
ENSG00000063587,483.00,723.00,337.00,307.00
ENSG00000063601,460.00,665.00,459.00,479.00
ENSG00000063660,274.00,307.00,183.00,155.00
ENSG00000063761,159.00,191.00,75.00,78.00
ENSG00000063854,277.25,361.47,174.20,118.03
ENSG00000063978,1253.00,1401.00,901.00,819.00
ENSG00000064012,486.92,640.64,407.00,419.37
ENSG00000064042,2.00,3.00,0.00,0.00
ENSG00000064102,797.00,1003.00,454.00,385.00
ENSG00000064115,1371.38,1679.97,1135.00,1006.00
ENSG00000064195,0.00,0.00,0.00,0.00
ENSG00000064199,76.32,82.42,46.00,35.00
ENSG00000064201,0.00,1.00,1.00,0.00
ENSG00000064205,0.00,3.00,6.00,1.00
ENSG00000064218,0.00,0.00,0.00,0.00
ENSG00000064225,14.01,21.70,11.00,41.00
ENSG00000064270,0.00,1.10,0.00,0.00
ENSG00000064300,380.93,447.95,52.00,46.00
ENSG00000064309,26.00,39.65,32.61,27.88
ENSG00000064313,714.59,832.01,503.86,508.00
ENSG00000064393,1776.00,2154.00,1367.00,1026.00
ENSG00000064419,1568.00,2008.00,1315.00,1020.00
ENSG00000064489,113.75,120.79,53.44,33.93
ENSG00000064490,611.12,701.22,387.16,397.70
ENSG00000064545,395.00,497.00,195.00,175.00
ENSG00000064547,260.00,346.00,87.00,79.00
ENSG00000064601,597.85,713.18,403.99,351.47
ENSG00000064607,3809.00,4938.72,2486.96,2259.56
ENSG00000064651,227.97,208.07,175.00,143.00
ENSG00000064652,50.00,61.00,31.00,23.00
ENSG00000064655,0.00,0.00,0.00,0.00
ENSG00000064666,1645.69,1951.58,699.68,509.67
ENSG00000064687,504.00,659.00,398.00,338.00
ENSG00000064692,0.00,0.00,6.00,0.00
ENSG00000064703,556.00,634.81,412.00,356.00
ENSG00000064726,1260.92,1457.95,850.00,859.00
ENSG00000064763,159.87,203.75,162.64,122.49
ENSG00000064787,252.86,312.73,13.00,20.00
ENSG00000064835,0.00,1.00,0.00,0.00
ENSG00000064886,22.00,28.00,29.00,41.00
ENSG00000064932,1039.97,1336.18,454.99,474.01
ENSG00000064933,541.02,652.84,447.00,442.00
ENSG00000064961,1109.25,1417.89,605.98,520.65
ENSG00000064989,11.05,13.06,19.00,35.00
ENSG00000064995,455.00,515.00,353.00,371.00
ENSG00000064999,386.00,485.00,255.00,225.00
ENSG00000065000,2601.00,3153.00,1679.00,1458.00
ENSG00000065029,578.00,754.00,380.00,318.00
ENSG00000065054,250.00,299.00,77.00,107.00
ENSG00000065057,334.74,437.00,194.00,193.00
ENSG00000065060,446.74,536.24,441.00,314.00
ENSG00000065135,1199.80,1504.51,927.45,790.32
ENSG00000065150,4299.22,5484.93,4519.77,3734.19
ENSG00000065154,1039.00,1243.00,813.00,653.00
ENSG00000065183,1183.21,1476.39,910.38,747.00
ENSG00000065243,741.00,945.44,700.00,763.00
ENSG00000065268,894.00,1093.00,664.00,581.00
ENSG00000065308,478.92,592.41,374.00,286.00
ENSG00000065320,186.00,214.00,118.00,105.00
ENSG00000065325,0.00,0.00,1.00,0.00
ENSG00000065328,1154.00,1340.00,1294.00,1124.00
ENSG00000065357,400.07,547.84,339.00,310.00
ENSG00000065361,2.00,3.07,2.00,0.58
ENSG00000065371,1.00,0.00,0.00,0.00
ENSG00000065413,471.15,594.53,446.52,363.11
ENSG00000065427,2894.14,3500.82,2209.00,1944.16
ENSG00000065457,254.13,321.01,158.06,155.00
ENSG00000065485,105.70,152.43,83.02,82.92
ENSG00000065491,284.46,310.72,211.96,192.00
ENSG00000065518,986.00,1159.00,655.00,697.00
ENSG00000065526,2844.00,3597.00,2611.00,2273.00
ENSG00000065534,591.51,764.49,625.01,524.36
ENSG00000065548,1066.00,1320.00,931.00,836.00
ENSG00000065559,483.53,549.06,334.92,274.00
ENSG00000065600,276.00,289.00,146.00,164.00
ENSG00000065609,0.00,0.00,0.00,0.00
ENSG00000065613,1094.00,1305.00,918.00,758.00
ENSG00000065615,326.83,407.56,247.09,209.67
ENSG00000065618,0.00,0.00,0.00,0.00
ENSG00000065621,10.01,9.00,8.00,2.00
ENSG00000065665,159.00,264.46,151.36,125.73
ENSG00000065675,192.00,202.00,231.00,124.00
ENSG00000065717,17.00,26.23,32.00,23.00
ENSG00000065802,716.00,949.00,462.00,436.00
ENSG00000065809,2014.00,2602.00,1399.00,1381.00
ENSG00000065833,0.00,0.00,0.00,0.00
ENSG00000065882,1754.87,2114.86,1225.00,957.00
ENSG00000065883,1040.00,1339.00,814.00,731.00
ENSG00000065911,2091.88,2467.78,2189.94,1916.86
ENSG00000065923,920.52,1161.25,564.03,545.10
ENSG00000065970,418.00,503.00,322.00,318.00
ENSG00000065978,16710.30,19355.85,14094.00,13055.99
ENSG00000065989,1173.00,1363.00,552.00,489.00
ENSG00000066027,534.00,721.00,279.00,355.00
ENSG00000066032,0.00,0.00,0.00,0.00
ENSG00000066044,2803.89,3262.46,2366.55,2006.80
ENSG00000066056,39.10,58.11,15.63,20.92
ENSG00000066084,1637.05,2123.00,1273.00,1055.00
ENSG00000066117,2353.00,2918.00,2028.00,1609.00
ENSG00000066135,1193.92,1515.39,714.89,638.00
ENSG00000066136,739.61,924.68,594.23,483.23
ENSG00000066185,27.00,25.00,3.00,0.00
ENSG00000066230,18.58,26.50,10.00,0.00
ENSG00000066248,0.00,1.00,0.00,0.00
ENSG00000066279,2434.00,3407.00,2000.00,1796.00
ENSG00000066294,60.08,79.05,32.01,29.00
ENSG00000066322,709.00,843.00,390.00,333.00
ENSG00000066336,1115.00,1342.00,515.00,455.00
ENSG00000066379,311.26,400.22,178.93,165.82
ENSG00000066382,0.00,0.00,0.00,0.00
ENSG00000066405,0.00,0.00,0.00,0.00
ENSG00000066422,635.95,797.25,518.29,430.62
ENSG00000066427,606.60,837.79,481.81,426.62
ENSG00000066455,344.00,354.00,245.00,205.00
ENSG00000066468,2.01,3.04,0.00,3.00
ENSG00000066557,384.00,502.00,343.00,291.00
ENSG00000066583,301.00,379.00,283.00,314.00
ENSG00000066629,113.00,142.04,74.81,68.00
ENSG00000066651,80.00,107.00,64.00,35.00
ENSG00000066654,767.00,973.00,645.00,643.00
ENSG00000066697,209.00,228.00,166.00,118.00
ENSG00000066735,809.00,1069.00,568.00,505.00
ENSG00000066739,741.79,986.66,628.00,569.32
ENSG00000066777,1094.07,1397.17,759.04,693.00
ENSG00000066813,1.11,1.00,0.00,3.00
ENSG00000066827,132.20,148.69,117.00,78.00
ENSG00000066855,261.55,308.58,136.00,167.38
ENSG00000066923,161.30,253.27,103.75,112.06
ENSG00000066926,369.00,442.00,301.00,292.00
ENSG00000066933,537.00,687.00,455.64,390.00
ENSG00000067048,0.00,0.00,0.00,0.00
ENSG00000067057,2613.98,3296.00,1509.00,1354.97
ENSG00000067064,2195.00,2751.43,1280.00,1449.00
ENSG00000067066,498.36,641.21,348.00,325.34
ENSG00000067082,897.00,1115.00,296.00,254.00
ENSG00000067113,34.22,41.86,20.19,13.41
ENSG00000067141,572.09,693.53,665.00,545.00
ENSG00000067167,1359.00,1726.00,1150.00,1229.00
ENSG00000067177,2.00,2.12,1.00,1.00
ENSG00000067182,791.43,1001.03,493.45,378.25
ENSG00000067191,220.00,302.00,128.09,98.00
ENSG00000067208,170.50,181.65,91.00,68.00
ENSG00000067221,53.04,57.46,51.00,27.00
ENSG00000067225,18945.00,22938.00,11789.00,9932.00
ENSG00000067248,357.00,444.00,276.00,288.00
ENSG00000067334,877.19,1045.05,779.03,798.22
ENSG00000067365,240.80,301.12,140.09,86.02
ENSG00000067369,1542.60,1991.98,1169.85,1155.94
ENSG00000067445,355.00,477.00,241.00,186.00
ENSG00000067533,273.06,335.84,263.70,218.86
ENSG00000067560,3070.00,3757.00,2536.00,2104.00
ENSG00000067596,1106.00,1385.00,861.00,832.00
ENSG00000067601,23.64,31.20,19.12,10.00
ENSG00000067606,8.43,5.06,2.15,1.00
ENSG00000067646,0.00,0.00,0.00,0.00
ENSG00000067704,1660.00,2002.00,1209.00,1029.00
ENSG00000067715,221.00,284.00,58.00,74.00
ENSG00000067798,162.96,251.00,65.47,52.31
ENSG00000067829,767.79,951.51,455.74,391.94
ENSG00000067836,363.00,453.00,307.00,246.00
ENSG00000067840,4.00,11.00,0.00,1.00
ENSG00000067842,0.00,0.00,0.00,0.00
ENSG00000067900,2230.84,2777.61,1763.15,1469.78
ENSG00000067955,1602.00,1997.00,1228.00,1255.00
ENSG00000067992,70.00,94.00,43.00,62.00
ENSG00000068001,125.00,165.00,110.00,80.00
ENSG00000068024,461.55,596.33,435.19,341.00
ENSG00000068028,144.00,183.00,102.00,96.00
ENSG00000068078,15.00,26.00,14.00,7.00
ENSG00000068079,260.89,358.68,117.00,142.00
ENSG00000068097,178.00,197.00,125.00,142.00
ENSG00000068120,750.00,960.00,425.00,456.00
ENSG00000068137,257.78,296.01,100.97,108.35
ENSG00000068305,1604.60,2121.91,1307.00,1311.29
ENSG00000068308,869.00,1082.00,665.00,641.00
ENSG00000068323,520.00,679.00,273.00,233.00
ENSG00000068354,233.00,293.00,130.00,115.00
ENSG00000068366,1128.00,1361.00,640.00,644.00
ENSG00000068383,230.90,250.94,114.00,56.00
ENSG00000068394,374.00,497.00,273.00,203.00
ENSG00000068400,1015.28,1318.58,601.07,520.00
ENSG00000068438,655.00,773.00,530.00,408.00
ENSG00000068489,1116.56,1393.97,818.00,780.35
ENSG00000068615,3.00,6.00,1.00,0.00
ENSG00000068650,884.00,1127.00,694.00,563.00
ENSG00000068654,1897.69,2330.81,1643.28,1354.02
ENSG00000068697,530.00,639.00,476.00,402.00
ENSG00000068724,2249.16,2750.60,2831.86,2430.70
ENSG00000068745,491.00,603.00,402.00,292.00
ENSG00000068781,0.00,0.00,0.00,0.00
ENSG00000068784,394.00,474.00,293.00,227.00
ENSG00000068796,1245.00,1528.00,987.00,913.00
ENSG00000068831,1912.00,2647.00,1572.00,1187.00
ENSG00000068878,1518.00,1858.00,1250.00,1048.00
ENSG00000068885,680.74,853.53,634.31,543.24
ENSG00000068903,490.43,674.81,378.37,328.08
ENSG00000068912,413.00,459.00,265.00,286.00
ENSG00000068971,120.00,160.00,29.00,74.00
ENSG00000068976,27.04,51.12,2.01,5.00
ENSG00000068985,0.00,0.00,0.00,0.00
ENSG00000069011,89.00,97.00,52.00,81.00
